i,t,V(t)
11,14.08871796401191,2.6234655708582744
11,15.500177209878002,1.8869739717956362
12,0.8026845354884611,0.0
12,1.4907055296205995,2.0112559783082733
12,2.5661515152730288,1.7439404892236148
12,3.1902785108474054,1.4235857675003019
12,5.173923345606135,0.49239130152566624
12,5.575555677184897,0.7235032398183714
12,6.424097420916914,1.4064356453866704
12,6.452931727340661,3.425026780844844
12,7.526392754560761,2.706992839938956
12,8.06123291459801,2.3904231900261363
12,10.666101894466127,0.4361806122212837
12,12.327449144745891,0.0
12,14.658180053375347,0.0
12,14.996596288670451,0.24340019673439706
12,15.552871489152773,0.4107100911568988
13,0.11614368947012117,0.0
13,0.3668676097165003,0.0
13,0.6528129310513283,0.5434403085740062
13,1.5059497292990562,0.9307285980107769
13,1.690462436674255,1.470646184931479
13,2.7548447743905533,4.660905107931221
13,3.3781120847249735,4.675361665753459
13,5.178800181651149,5.333262103359448
13,5.4912627533665,6.701134419988246
13,6.649768475242478,6.021174888853797
13,6.796104976953268,6.6603037014323325
13,7.302926308508097,6.625601276972111
13,8.949235978620177,6.889493562522401
13,10.279487774265457,7.460706545327549
13,11.933254104198783,6.414348985818249
13,13.312765475023266,5.9378888675586365
13,13.997731457320475,6.192671722845475
13,14.157620925011141,6.046036684989643
13,15.05492377330399,9.5384798441038
13,15.928103382971928,8.739041942195879
14,1.6255836294089536,0.0
14,2.9608112517820016,1.1391044508367263
14,3.347244631241407,2.09950134179902
14,3.9746001137763685,3.6432346780456366
14,4.351122649948842,4.544879277481123
14,4.975993286708524,4.408948725495058
14,5.065277090904236,6.825664778898344
14,5.755290046372876,6.475724293839739
14,7.928856033825912,4.308066177804893
14,9.77365515682626,2.6009277505454413
14,11.674080997827202,1.186797172284609
14,14.442081507463362,0.0
14,15.27458102637317,0.0
14,15.58589852477527,0.3218863016981395
15,0.11811217889198142,0.0
15,0.5867890757429036,1.0710893325440192
15,0.8755852848183957,0.8115419304377699
15,2.1173543540300876,0.24679649592286523
15,2.313097064810254,1.2646863846492957
15,3.544356064513578,1.786208665928782
15,4.4043046770978105,1.9520645265538863
15,4.869838262846185,2.0347612746227695
15,6.15656518055599,0.8002091031456385
15,7.795622790623897,0.0
15,10.400047950680781,0.0
15,12.083524793608076,0.0
15,12.982182433373506,0.0
15,13.306614409932982,1.127675438040992
15,14.089028041547419,0.6634865895810875
15,14.580572305705306,1.0163532490927967
15,14.951848818086965,1.1995004875354098
15,15.747992137337345,3.3466463910208666
16,0.08578470045613987,0.0
16,2.0529301812381013,0.15952510000474485
16,2.2196094968455355,0.47516602875844294
16,3.066756919955741,0.0
16,3.7549366443841987,0.24125334165426526
16,3.8602378608136774,0.7926739484631237
16,6.395018394457643,0.0
16,9.36283165379569,0.0
16,11.098306584234614,0.0
16,12.028149187167875,0.581030782557244
16,12.736642917632732,2.2602837805973426
16,13.111418866803541,5.3361593800699705
16,15.451824190118987,3.588606458405484
17,0.29555977098242936,0.0
17,1.488842096541569,0.015755378097378037
17,2.4825026260882184,0.0
17,2.834147898912844,0.0
17,3.2576523030682063,0.29380778186933254
17,4.073539835396086,0.0
17,5.267836708982069,0.0
17,6.5687170772431065,0.0
17,7.588523078961195,0.2040393022058069
17,8.221259545580832,0.0
17,11.05793959686412,0.0
17,12.492387250085976,0.7894867082986394
17,12.883062413260108,1.6092238066079523
17,13.576548353040364,3.1989127103174906
17,15.306588336901841,2.4855309969214385
17,15.956432078763353,2.276053151979457
18,0.11070867768466257,0.0
18,0.8449006844769225,0.0
18,1.2750538415399282,2.8781923411918413
18,2.7081171792425462,3.2824945925544347
18,3.0484883050906246,2.956581579073637
18,3.1654604968164914,4.4040602597567515
18,3.384342150113357,6.57746034616147
18,4.697491321064691,5.9533410744019735
18,6.174450248336765,6.162443201878267
18,6.535745185616362,6.401514159611828
18,7.420890600421188,6.152048387545812
18,7.791756539763984,5.913934102082706
18,10.882609136637164,7.5632516832774765
18,11.83513470752202,7.07108521714965
18,13.205636055060213,6.542398695868208
18,13.949795626471158,7.584988805125754
18,14.309106258731216,7.4380955638275505
18,14.740803205702731,7.560097419373953
19,0.5112216777242773,0.0
19,0.7514753334605795,2.216689275246636
19,1.9596737317636226,1.0734578451034043
19,2.705290302670692,2.487072358252471
19,3.4039365285019656,3.385192804761764
19,3.979905894951584,3.1919546722960126
19,4.2733355585169255,3.2660990063463204
19,5.112263339399198,2.7944503243261924
19,5.765784741112609,2.446503758459173
19,6.32392482377234,2.374186267456222
19,8.841529160649932,1.1198777786889966
19,9.302016701966506,0.9812398446330284
19,10.027042430898375,1.5891818481216176
19,11.215034920900504,1.2150951041905633
19,11.326686231908065,2.6992745671867047
19,11.729072706374648,2.528065856647057
19,11.916599717529246,2.41724302841663
19,12.7239492208932,1.8947091969685643
19,14.489059214790423,1.1697059376973256
19,15.146882982171016,2.288263528020222
19,15.92833459446274,2.253323791735602
20,0.39748998775697175,0.0
20,0.5884891991233197,1.6375681588613804
20,0.9716214071848605,6.80374331639662
20,2.1883092478389057,7.726892338047647
20,2.7452789829548645,8.001990209940361
20,2.972254301028799,12.8014158462977
20,3.189188970836029,12.636408586477778
20,4.274024660310855,12.129128665261138
20,5.9050089304985525,10.58862274291123
20,13.30381152124018,3.3927053191666303
20,13.357880338053688,5.208488783181277
20,13.902188216677457,6.263604954377702
21,1.0744258435819047,0.0
21,3.066107646467741,0.0
21,3.9646275310200325,2.0868260261869604
21,4.554657793981159,1.7507825780141801
21,4.6380768334866085,2.237772782734327
21,6.332560143488006,0.9516208419812626
21,10.171073946122814,0.0
21,11.659829832784887,0.0
21,13.227304264827414,0.5831730701886002
21,14.547357586159498,0.5856702572202774
21,15.508431495159305,0.0
22,0.7436134565846573,0.0
22,1.0345893216370972,0.0
22,1.684559255844423,0.0
22,2.682585703971916,0.14916931941588052
22,3.76034602586857,0.070949479768736
22,4.059558260641507,0.28457617329244655
22,4.8536219419337945,1.096812708148721
22,5.551531312664837,0.45112013162395376
22,5.7528568887565115,2.132938932458479
22,6.857409303731278,1.1302911316846438
22,7.100647876250075,1.8376360487898467
22,7.494337229286586,2.0079209846957653
22,8.99515543956251,0.9470604310945634
22,10.615862119184726,0.0
22,11.384862378688132,0.4829613808700355
22,11.93716372513428,1.8264853547005728
22,12.18067125104516,3.482589916990721
22,12.482817200741218,5.039788410353292
22,12.965622370028687,4.907659233680783
22,14.118896350058366,4.765389753822902
22,14.722571511616056,4.697746129730361
22,15.197501340469051,5.673447546250231
22,15.45874453280561,5.425485074120989
23,0.37843686123494147,0.0
23,1.4466420718375024,2.0427137113216403
23,2.184776574758548,2.3924963140674205
23,3.194675012685023,1.4483696725981434
23,3.3385172147155013,7.433291684181242
23,3.95171285429272,8.87708151174581
23,4.570333614814865,8.734485146737747
23,4.865901010545134,8.704012981197932
23,5.534682114859834,8.67715168952154
23,6.7523384589527256,8.49832971547647
23,7.347990305178023,9.587646077205603
23,11.200616629115487,6.565476339524025
23,13.581798798452576,4.809096267212394
23,14.465877243408729,4.110280925578861
23,15.030336405534067,5.24537231122996
23,15.33123040748208,6.751762227486191
24,1.1519288282319082,0.0
24,1.3318600709465418,0.6161010462075693
24,2.055666342130104,0.9635779133594773
24,2.307722618630936,0.8565742848716401
24,3.0651482535504626,0.5963584748900347
24,3.171277509925084,3.565341777684734
24,3.311420376242931,5.053066066220911
24,4.05859058207546,4.406698243081013
24,4.760474045846178,3.9969521602206677
24,5.38558756310513,4.8278903959023935
24,5.429558078740354,6.421906816591158
24,7.844000206347883,4.654963983644051
24,9.892350714762054,3.279581316214272
24,12.018462917181058,1.4254388215938854
24,12.9808070917306,1.3107317375539516
24,13.809282822804962,1.1973735414138504
24,15.669385249509475,0.0
25,0.3748724869944239,0.0
25,1.1687526248461422,0.7897857719188976
25,1.790098255493366,2.746578119421517
25,3.3895390599680293,1.3629463137252436
25,4.057670406807682,0.9897434224493357
25,4.178909380301995,1.1792506246101142
25,5.514783697779988,1.1769759779795699
25,8.143240905704907,0.0
25,9.800482306308641,1.3130934775940233
25,10.850481702610292,0.31427284106789094
25,12.649981328187362,2.213527421064372
25,12.871180203494342,2.2847884774891636
25,13.260058899674867,2.708942172167263
25,14.212464903103848,2.0656446060441036
25,15.090386381293225,1.5669770149686366
25,15.777261986281697,1.068699532472501
25,15.920947286943822,1.4105326888193404
26,0.3876742476111429,0.0
26,0.8106249095188138,2.9133255159708265
26,1.0008480692950241,4.436080298137119
26,1.148076014951544,4.340597247989705
26,2.1795094773014596,4.3512611432812935
26,3.501053641545438,4.887097389001445
26,4.3803728672837074,4.763698081648224
26,5.576001112635666,6.61487652329183
26,6.9152046490619155,6.187618670958769
26,7.318689875844427,8.083514750847113
26,10.754955887709247,4.902115831500929
26,13.446056750766655,2.843332721408597
26,15.032662054877047,1.3324088630242115
26,15.488848986517384,1.3100371385317837
26,15.996850073484845,1.55099006466219
27,2.6164086386071945,0.0
27,2.9794362849335614,1.392015289642298
27,3.301748320009278,1.6639369371750934
27,3.846957214271014,2.567076023895668
27,4.3965689496263725,2.0564940038543456
27,4.721513873617455,2.641953871506819
27,5.402950846057158,3.19255961502811
27,6.2172273345856865,3.591382078403486
27,6.6190379287233725,3.2424802190761755
27,8.137652077871214,2.577786034880771
27,9.348838731150577,1.9941050319692661
27,12.780992100689415,0.010461904720425963
27,13.88709893333624,0.0
27,15.167999679521074,0.0
28,0.45488314819609155,0.0
28,1.6970656687600967,0.0
28,1.9932803316812902,0.0
28,2.1423918234076536,0.0
28,2.753550882011696,0.0
28,2.956310527395993,1.3621661073171945
28,3.4596931350243816,1.7983216243657272
28,4.153085682108968,2.7984238511172963
28,4.295537368764326,5.701319290731278
28,4.923286217706027,10.58663152952808
28,5.307448609678616,10.392709592537148
28,6.059125201408873,10.084179903464026
28,6.840517694576474,10.659593083805628
28,7.287372407453143,10.8245891948781
28,9.920039097134293,8.573719285707696
28,12.075025182239095,7.389845936250218
29,1.567692002309718,0.0
29,2.668796082102396,1.2595872157643089
29,3.5435402592796112,0.4261407937917382
29,4.49760249966392,0.0
29,6.180711932599898,0.0
29,7.4539886300467435,0.15260240971476602
29,10.07259036604269,0.0
29,11.529799035532063,0.0
29,12.926923425318638,0.0
29,13.768050073433217,1.4100621818334602
29,15.160175028529808,0.44651091834612805
29,15.807351365125061,2.996101287979968
30,0.4910735801198225,0.0
30,0.8308183628190909,0.273059680856628
30,0.9307502149518806,0.18138213388336766
30,2.2817394648807223,0.0
30,2.4063976225771255,1.8179776374360324
30,3.0850963247852348,2.116163354511047
30,3.129593678145692,2.4351872861342376
30,3.353618111026334,3.7431349657372643
30,4.194490087304571,4.16299012223688
30,4.936667764680869,3.6053303544894635
30,5.810150220712481,3.544031085604896
30,6.469841701381384,3.0879147771097375
30,6.6427378961352,3.1185343715714766
30,7.835893365893453,2.4164335842017977
30,10.173043854263918,0.6875161298625007
30,10.365453378309196,0.5282454214828907
30,10.947872265437766,0.5809962291310775
30,12.546085110219286,0.0
30,13.505187422951012,3.08546584796583
31,0.5500786167653124,0.0
31,0.9427212241172377,2.1352200185231784
31,2.0360674953683553,1.1906241350286635
31,2.685584531371925,1.6670446166189956
31,2.833334523491732,1.9417158997399007
31,3.302369201358754,3.775817454217195
31,3.4298902661191337,4.8342102888711285
31,4.6467449319677,5.6559146398884055
31,5.585548296419126,4.9073218149236695
31,5.623822287228475,4.956591802266066
31,7.305759796435629,3.6777863834280966
31,8.197989247132176,5.580097659366837
31,9.36567968649183,5.496323380923663
31,10.830074798215994,4.410969064006629
31,12.02534501951047,3.497742604547733
31,12.773766707485422,5.238355505849941
31,13.897206222324119,4.674263743689914
31,14.347699011842595,4.825438639764103
31,15.15385185994028,5.275832440029152
31,15.689476738666814,4.797454610305495
32,0.22823205518972436,0.0
32,1.4752217579613336,0.0
32,1.5748644224483634,1.3235172563094617
32,2.4810779072625038,1.9361348184018214
32,2.964546134932788,2.1700340492262793
32,3.7711921383865312,2.317065689173575
32,4.421425123928569,2.1135791250085365
32,6.273034157172095,0.9395734170053751
32,7.1149452860143665,1.9439514008224406
32,7.691361013117061,2.471740968667331
32,7.983447294486027,2.457936431984422
32,11.756764034385672,0.0
32,12.379517366446539,0.0
32,13.553057104849781,0.0
32,14.202008043474656,0.0
32,14.476119170122113,0.2157267578458466
32,15.085544073826275,0.0
32,15.589373551131168,0.0
33,0.8010428869341897,0.0
33,3.0701675189779043,1.308800995243224
33,3.4992088891113893,2.46847243346911
33,4.242313444494756,1.9355590682781387
33,4.46433633771581,2.018053505623847
33,4.980580471784041,1.8913178588180224
33,5.757095126336682,1.493988645602305
33,6.41433257719101,1.2300832694432533
33,6.684995987035619,1.6164097854339545
33,7.675787130740339,0.8100767315421722
33,10.543517045429365,0.0
33,11.616450370872341,0.0
33,12.722886671033937,9.501435827677302
33,13.32148718458916,11.112456657390172
33,14.132854952402672,10.49279229749205
33,14.604931520949613,12.328697347797881
33,15.325026360632759,14.41130384686105
33,15.85538794892857,16.205496785564314
33,15.976439140500155,16.30534555244457
34,1.7662108422109712,0.0
34,2.8511204290883168,0.9633891768112011
34,3.8085376165008404,0.46173287148690845
34,5.027225183265955,0.5163025168953546
34,6.178989047835477,0.0
34,7.218855744960361,2.163882267215129
34,9.998242889707148,0.0
34,13.4297054791924,0.0
34,14.140036051902825,0.0
34,14.970178862355498,0.5826245289462033
34,15.929708856525831,0.5533160982563992
35,1.5963232012800832,0.0
35,3.1219753586986325,0.0
35,3.7225632452591713,0.4459729599826252
35,3.8788807305787114,1.5212411373246577
35,5.12593151988574,0.6871756777561182
35,5.380064052772375,0.8863628341677493
35,5.76992370733024,1.7607100371749909
35,5.97620985060861,1.8982572553344146
35,7.089606544323736,2.175724547865196
35,7.91068216250854,1.6755851207164238
35,10.722390231571481,0.0
35,11.699114366403201,0.0
35,12.400022517789726,0.0
35,13.149200730407177,0.0
35,13.754947598946918,0.0
35,14.369888526416414,1.4314913976636419
35,14.489674224321664,1.691924585913339
35,15.040334996151238,1.451505551659455
35,15.827224305178124,2.2063364786668327
36,0.5909160025736865,0.0
36,1.9483367444485844,0.0
36,2.3806452002386926,0.815584176932096
36,2.7348018760721717,2.244530191948461
36,3.960755668730087,1.9343710356614663
36,4.186769490554034,2.2708382460080845
36,4.706901565156301,2.266423104398571
36,5.101788003166213,2.6287293476015883
36,5.8845627642666445,2.737735449987306
36,6.4661909895350975,2.266997792445686
36,10.669099412431223,0.0
36,14.007391616306563,0.0
36,14.515726870347775,1.4532749823500826
36,15.413683853317798,1.1407796829601373
36,15.641870399489886,1.6575779232298076
37,0.7550652875678021,0.0
37,2.176308354550445,0.46113622387426645
37,2.8075118728305672,0.7914539438185
37,2.9277851677437754,0.7861463838054765
37,3.871813158775529,0.27367583368348924
37,5.461728931754486,1.5015250266544822
37,6.6665401380298075,0.3155706532135248
37,7.247773388492942,0.78750600262119
37,8.546985697453943,0.4642289852985897
37,10.919684065640935,0.0
37,12.357719221592344,0.0
37,13.223436121541008,0.21134557549207855
37,13.567826515019203,0.25781973856271634
37,13.952599426482106,0.5905043914954717
37,15.300716754107695,0.0
37,15.716251649450712,0.0
38,1.128353611551243,0.0
38,1.4048670958886134,0.007221106510707731
38,2.168864017542897,2.4181230631156714
38,2.356393731166676,5.157411489265897
38,4.3701160723466295,3.473946212877345
38,4.623004639266753,3.35835022626884
38,5.5022510074770326,2.87291824840253
38,5.921692912424835,2.9399546835720756
38,6.656521589963668,2.2800839521786163
38,7.409843310904394,1.8517285681085536
38,10.27439104261877,0.5095613561754568
38,11.569550543207876,0.0
38,12.221739425853938,0.7483286532775981
38,12.662134943324142,0.6310596820265011
38,13.506451471419227,0.0
38,14.266563611494622,0.0
38,15.353019056074608,1.4631357153714006
38,15.588819049618225,1.8009032878696964
39,0.8748190139913312,0.0
39,1.562628969758752,0.8260320066821465
39,2.281147536847593,1.449698638247558
39,2.486264475925943,1.298419536589689
39,2.584496749779739,3.2183989681971874
39,2.8697014114787796,3.4627791321780284
39,3.2318665661842796,3.6038055298653204
39,3.6634900502831047,3.203288817396308
39,3.988992375250143,3.0360426679839803
39,4.200835720008376,3.543575546411935
39,4.311109211348694,3.719907837620952
39,6.592157173770245,2.7585644043169575
39,8.13043454144872,1.4849658189373298
39,8.686512776769117,1.308120696711894
39,11.268772594611832,0.32421140032868934
39,12.090207786144793,2.0809486229220635
39,12.524848104754788,2.5629046965039817
39,12.725287092347813,3.1432536234726918
39,12.832393552370668,4.069430669230276
39,14.094737213805647,3.071994572168736
39,14.811197826545019,2.6625349989434595
39,15.000695170156494,2.5980521259833305
39,15.399139093977976,3.222431577875076
39,15.688221320572664,4.772434346048152
40,1.3198455023490145,0.0
40,1.9496832434120932,0.18474495108210642
40,2.2333908409320227,0.05398594115856303
40,2.901040923139242,1.4138385545975232
40,3.3622709016783157,1.5768515500819706
40,5.204895191735936,0.6549660438821148
40,6.713990749775922,1.5805625367263847
40,8.070334563961325,0.4749848834174599
40,10.809025581080824,0.0
40,11.409094376421073,2.029147638788782
40,12.894367226593879,0.5623514774059455
40,13.40306869231811,2.6225379450594537
40,13.556131654595626,3.792386424678915
40,14.147365598389342,4.230455372596406
41,1.5366212666902475,0.0
41,2.956140512002369,0.0
41,3.7097536675574174,0.0
41,4.503185502365525,0.0
41,4.652243434513775,0.7119473978969211
41,5.509263321430343,0.6477525717603125
41,8.362184579413825,0.0
41,8.99478234181833,0.0
41,10.683024901169958,0.0
41,12.439510416868664,0.0
41,12.603950895743436,1.5281918989806087
41,14.121231641336838,1.2438494653353447
41,14.498318119328168,1.2730098897359488
41,14.840990993338803,0.9837642216237706
41,15.299433766072971,1.3322247802759424
42,0.3571847997616988,0.0
42,2.061785149975891,0.0
42,2.3611900219117814,0.0
42,3.0869234825044827,0.0
42,3.5412867009773215,0.0
42,4.356986251800902,0.47258495381104826
42,4.6872802684167825,0.31091781201790625
42,5.176277182949922,0.6474508528114322
42,6.392643627210602,0.5439271736409141
42,7.165960611354045,0.3179375204621513
42,8.520818191624116,1.1381178719562026
42,9.24403296708143,1.0283975636480729
42,11.80457428106157,0.0
42,12.707571496815994,0.0
42,12.950010922622923,0.11673039039003186
42,13.141491240597912,0.30748306116441526
42,15.468769728029486,0.0
43,1.1895938256860776,0.0
43,1.6615182681216325,0.0
43,1.7804136039158753,2.2925207899349176
43,1.9301761101787493,3.148895850865958
43,2.3900655854313224,3.015613959701102
43,2.5187172382317846,3.804014575941915
43,2.7314572067962852,3.9167596862240615
43,3.6507316867114303,2.9986474827992184
43,4.70736548695032,2.157927687022777
43,5.913014699213813,1.3415189062664388
43,6.408705789297673,2.092142071115476
43,8.397530883715831,0.46070421053198624
43,10.149185584529786,0.0
43,10.800914910058646,0.0
43,13.080062612587005,0.0
43,13.325269955277337,0.1848325122028438
43,14.627783713947945,0.0
43,15.000257344349224,0.15311633777022493
43,15.260022333818858,0.5273092399451418
43,15.389959692914905,0.599769779616399
43,15.747422374674889,0.34935692176809113
43,15.95756671599533,1.4221375881538532
44,0.7136318039735412,0.0
44,1.005237782937755,1.4689119629146814
44,1.3060043733237434,1.523155790975031
44,2.0992206185095643,0.9887742358485186
44,2.2075415333986816,1.3950097374234405
44,2.2810465298963494,1.4659947050713733
44,2.8496416027678,3.738632695112685
44,3.2978602084389617,3.344325392557671
44,4.0134198268412025,4.4348110586073375
44,4.071129234781301,4.4873754702569375
44,5.117410686587424,3.477696084432746
44,5.813887509619446,4.2333190280721675
44,7.598677454659496,6.181352465267674
44,10.438842004819051,4.2767864943921
44,11.428901514873438,4.070437472076407
44,12.394014827018406,3.728395320290137
44,12.560093980819264,4.370953337369822
44,14.951226074277379,1.9837733319275987
44,15.085993015750008,1.9897073107738514
45,0.6408003345646935,0.0
45,0.9630048052421326,0.2181645283943593
45,2.0432839295748915,0.0
45,2.386178028877199,0.0
45,2.8456477441763295,1.6058350345769434
45,3.1980563525692474,4.411366512145266
45,4.047648200245649,6.3181555671709155
45,4.23859937706119,6.313084925582046
45,4.700538356748633,6.4242969099493274
45,6.095969023402131,5.387287951800564
45,6.295014354070317,5.689797842865863
45,7.469015354392646,5.777774688881637
45,7.664715634731156,6.477384293064558
45,10.617399702558517,3.6870077696097803
45,10.694144233149789,3.8059593399031195
45,11.648379070387803,3.83936403537328
45,13.231603397231087,2.755764895961106
45,13.62252518251719,4.230931200243814
45,14.157357501565398,4.0714116359306125
45,14.432798328281448,5.365341756541309
45,15.093240110976451,4.92119128467319
45,15.285605397596079,8.086052405899984
46,0.7511881170254193,0.0
46,1.0317604962886575,0.12037803201867758
46,1.687061600775895,2.3464219738431797
46,1.984680867976963,2.2145565531754166
46,2.5938144302670434,2.746339544391521
46,2.921606893720188,5.574698717464477
46,3.8809297035787185,9.291102182828075
46,4.045353137375747,9.235547385949847
46,4.6998380581097505,9.898883290429158
46,5.532335720680266,9.92414459182058
46,6.104165008651424,10.777493517292072
46,6.4666697378367894,10.523659356648402
46,9.993053742875123,9.225583771838943
46,14.099365024978514,6.058104941188265
46,14.153258553927557,6.851135760404642
46,15.32380464850822,6.704303491501005
46,15.656731105815243,7.457687694175923
47,0.13995820398960268,0.0
47,0.6733668312796107,0.0
47,1.9417462228772626,0.0
47,2.7527761234989954,1.3683592177200459
47,2.8968626601079035,3.263671432813801
47,3.9821369391898616,4.144281620218615
47,4.478034778961719,3.8057446526497216
47,5.127515379778357,3.5097659692136167
47,5.586029809195402,3.4090288655336547
47,6.860218831248949,3.538127572769061
47,8.26302042837943,2.8144188154111967
47,9.333200937466488,2.0655046948165463
47,10.19711143987773,4.903279822663268
47,12.489845894782265,3.668851854694918
